50,100,250,500,1000
0.000053,0.000109,0.000458,0.000747,0.001280
0.000051,0.000110,0.000443,0.000727,0.001218
0.000053,0.000105,0.000428,0.000700,0.002073
0.000053,0.000112,0.000450,0.000725,0.001298
0.000053,0.000091,0.000282,0.001018,0.000946
0.000053,0.000088,0.000403,0.000777,0.001279
0.000055,0.000124,0.000374,0.000572,0.001048
0.000156,0.000252,0.000412,0.000541,0.001390
0.000057,0.000100,0.000381,0.000526,0.002407
0.000056,0.000160,0.000343,0.000608,0.001035
0.000054,0.000091,0.000413,0.000610,0.001081
0.000056,0.000089,0.000401,0.000730,0.001062
0.000054,0.000090,0.000405,0.000723,0.001049
0.000053,0.000092,0.000333,0.000726,0.001258
0.000054,0.000088,0.000430,0.000567,0.001046
0.000057,0.000224,0.000335,0.000551,0.001078
0.000071,0.000164,0.000369,0.000566,0.001026
0.000054,0.000093,0.000282,0.000778,0.001803
0.000054,0.000087,0.000351,0.000638,0.001069
0.000056,0.000131,0.000225,0.000618,0.001353
0.000055,0.000089,0.000268,0.000605,0.001092
0.000054,0.000087,0.000223,0.000578,0.001060
0.000057,0.000229,0.000716,0.001263,0.002189
0.000054,0.000089,0.000413,0.000724,0.001232
0.000054,0.000113,0.000348,0.000742,0.001295
0.000086,0.000089,0.000361,0.000602,0.001020
0.000054,0.000088,0.000431,0.000721,0.001085
0.000094,0.000223,0.000403,0.000752,0.001322
0.000055,0.000090,0.000450,0.000724,0.001276
0.000053,0.000091,0.000404,0.000697,0.001314
0.000057,0.000174,0.000328,0.001021,0.001085
0.000055,0.000089,0.000394,0.000615,0.001018
0.000115,0.000226,0.000452,0.000576,0.001468
0.000053,0.000094,0.000208,0.000598,0.001549
0.000053,0.000091,0.000283,0.000921,0.001032
0.000054,0.000091,0.000313,0.000725,0.001311
0.000054,0.000099,0.000270,0.000625,0.001073
0.000056,0.000091,0.000283,0.000625,0.001016
0.000056,0.000090,0.000461,0.000696,0.000999
0.000112,0.000106,0.000444,0.000726,0.001501
0.000058,0.000088,0.000352,0.000594,0.001001
0.000053,0.000089,0.000434,0.000920,0.001032
0.000078,0.000206,0.000336,0.001030,0.001837
0.000054,0.000109,0.000447,0.000740,0.000967
0.000111,0.000089,0.000297,0.000611,0.000950
0.000057,0.000091,0.000299,0.000737,0.001278
0.000072,0.000338,0.000213,0.000645,0.001081
0.000081,0.000089,0.000223,0.000621,0.001037
0.000055,0.000092,0.000283,0.000609,0.001042
0.000054,0.000090,0.000245,0.000692,0.001199
0.000053,0.000118,0.000421,0.000607,0.001010
0.000055,0.000091,0.000390,0.000661,0.001187
0.000072,0.000090,0.000407,0.000678,0.001164
0.000055,0.000090,0.000387,0.000594,0.000989
0.000055,0.000189,0.000410,0.000714,0.001262
0.000089,0.000186,0.000584,0.001154,0.002643
0.000064,0.000099,0.000234,0.000620,0.001005
0.000054,0.000090,0.000520,0.000461,0.001020
0.000053,0.000104,0.000326,0.000586,0.001299
0.000077,0.000090,0.000466,0.000751,0.001253
0.000053,0.000090,0.000447,0.000724,0.001531
0.000056,0.000104,0.000362,0.000613,0.001223
0.000053,0.000090,0.000459,0.000726,0.001258
0.000053,0.000088,0.000402,0.000722,0.001274
0.000055,0.000090,0.000421,0.000617,0.001057
0.000054,0.000102,0.000449,0.000728,0.001143
0.000057,0.000261,0.000384,0.000906,0.001781
0.000054,0.000089,0.000431,0.000724,0.001310
0.000054,0.000091,0.000473,0.000710,0.001264
0.000054,0.000090,0.000358,0.000710,0.001122
0.000053,0.000090,0.000412,0.000723,0.001299
0.000053,0.000092,0.000472,0.000755,0.001309
0.000055,0.000090,0.000408,0.000708,0.001283
0.000058,0.000103,0.000413,0.000706,0.001208
0.000054,0.000091,0.000414,0.000708,0.001282
0.000054,0.000089,0.000377,0.000586,0.001333
0.000053,0.000104,0.000284,0.001027,0.002513
0.000056,0.000237,0.000331,0.000555,0.001224
0.000054,0.000096,0.000210,0.000584,0.001083
0.000054,0.000097,0.000268,0.000608,0.001018
0.000054,0.000089,0.000295,0.000604,0.000993
0.000056,0.000090,0.000284,0.000806,0.001009
0.000053,0.000089,0.000282,0.000584,0.001053
0.000054,0.000090,0.000297,0.001164,0.001057
0.000054,0.000088,0.000294,0.000614,0.000989
0.000055,0.000105,0.000298,0.000739,0.001703
0.000056,0.000112,0.000424,0.000613,0.001082
0.000053,0.000108,0.000461,0.000724,0.001298
0.000053,0.000090,0.000268,0.000706,0.001281
0.000055,0.000089,0.000443,0.000573,0.001375
0.000054,0.000090,0.000408,0.000616,0.001350
0.000054,0.000090,0.000413,0.000734,0.001250
0.000054,0.000089,0.000414,0.000724,0.001251
0.000054,0.000097,0.000377,0.000583,0.001005
0.000070,0.000165,0.000413,0.000715,0.001283
0.000055,0.000103,0.000441,0.000712,0.001287
0.000054,0.000090,0.000209,0.000815,0.001038
0.000053,0.000107,0.000415,0.000724,0.001282
0.000167,0.000305,0.000458,0.000807,0.001696
